frame,track_id,class,pixel_x,pixel_y,court_x,court_y,team
4,3,player,1689.3173828125,642.269287109375,10.28889274597168,18.51082992553711,0.0
4,4,player,1140.6474609375,580.5167236328125,10.937577247619629,8.758832931518555,0.0
4,5,player,801.4464721679688,952.4580688476562,0.5947612524032593,10.083757400512695,0.0
4,6,player,1280.436767578125,685.38916015625,7.829078674316406,12.741853713989258,0.0
4,8,player,603.6175537109375,1074.690673828125,-1.728769063949585,9.443412780761719,1.0
4,9,player,261.6369934082031,1078.230224609375,-2.3855106830596924,5.869097709655762,0.0
4,11,player,368.5126953125,1008.1168823242188,-1.1606390476226807,5.952952861785889,0.0
5,1,player,834.0238647460938,821.1614379882812,3.26261043548584,8.579723358154297,0.0
5,2,player,1225.72705078125,907.6532592773438,2.2890946865081787,14.626035690307617,0.0
5,3,player,1693.750244140625,642.2469482421875,10.301725387573242,18.580312728881836,0.0
5,4,player,1142.93603515625,580.522705078125,10.944007873535156,8.797064781188965,0.0
5,5,player,801.0927124023438,953.1463623046875,0.5818901062011719,10.08867359161377,0.0
5,6,player,1280.2960205078125,684.8758544921875,7.8440937995910645,12.732523918151855,0.0
5,8,player,603.2319946289062,1074.341064453125,-1.724413275718689,9.434966087341309,1.0
5,9,player,261.1210021972656,1078.219970703125,-2.3862807750701904,5.863495826721191,0.0
5,11,player,368.194091796875,1007.8648071289062,-1.1573116779327393,5.945446014404297,0.0
6,1,player,833.0674438476562,820.8152465820312,3.2681562900543213,8.561694145202637,0.0
6,2,player,1225.552978515625,906.060791015625,2.320326805114746,14.608112335205078,0.0
6,4,player,1144.5396728515625,581.0713500976562,10.928366661071777,8.83484172821045,0.0
6,5,player,800.7835693359375,953.4554443359375,0.5758189558982849,10.089125633239746,0.0
6,6,player,1280.881103515625,685.2650146484375,7.833940505981445,12.746739387512207,0.0
6,8,player,603.1580810546875,1074.161865234375,-1.7219594717025757,9.431949615478516,1.0
6,9,player,260.65087890625,1078.10107421875,-2.3854618072509766,5.856751918792725,0.0
6,11,player,368.12158203125,1008.0641479492188,-1.1605502367019653,5.947771072387695,1.0
6,13,player,826.2601318359375,585.821533203125,9.837265014648438,3.6765763759613037,0.0
7,1,player,832.0848999023438,819.669921875,3.291379928588867,8.530455589294434,0.0
7,2,player,1226.518310546875,899.4142456054688,2.4550907611846924,14.55353832244873,0.0
7,4,player,1146.7760009765625,581.0441284179688,10.935869216918945,8.871513366699219,0.0
7,5,player,800.6109619140625,953.5220947265625,0.574301540851593,10.08798599243164,0.0
7,6,player,1282.0396728515625,684.1668090820312,7.8698554039001465,12.74858570098877,0.0
7,8,player,602.9547119140625,1074.0621337890625,-1.7208824157714844,9.428545951843262,1.0
7,9,player,260.5666809082031,1078.16064453125,-2.38643741607666,5.856754779815674,0.0
7,11,player,367.65216064453125,1008.13134765625,-1.1624743938446045,5.943602085113525,0.0
7,13,player,826.706298828125,583.2476196289062,9.930049896240234,3.6172873973846436,0.0
7,7,player,1710.974609375,486.6699523925781,16.716548919677734,17.312406539916992,1.0
7,3,player,1681.43896484375,639.9874267578125,10.345282554626465,18.367023468017578,0.0
8,1,player,830.431884765625,817.5963134765625,3.333827495574951,8.475383758544922,0.0
8,2,player,1225.639404296875,890.1318359375,2.6411631107330322,14.448772430419922,0.0
8,4,player,1147.59912109375,581.1260375976562,10.93523120880127,8.886860847473145,0.0
8,5,player,800.150390625,954.4807739257812,0.5564723014831543,10.095198631286621,0.0
8,6,player,1288.163818359375,683.5870971679688,7.903066158294678,12.832001686096191,0.0
8,8,player,602.5044555664062,1074.018798828125,-1.7210588455200195,9.423218727111816,1.0
8,9,player,260.1848449707031,1078.4183349609375,-2.390687942504883,5.8565802574157715,0.0
8,11,player,366.0167541503906,1008.0213623046875,-1.163823127746582,5.923669815063477,0.0
8,13,player,826.4927978515625,584.6630249023438,9.87905216217041,3.6504580974578857,0.0
8,7,player,1710.51318359375,482.8409423828125,16.90390396118164,17.258024215698242,1.0
8,3,player,1676.949951171875,639.665771484375,10.344026565551758,18.293460845947266,0.0
8,10,player,289.4178771972656,900.94189453125,0.4935133457183838,3.1628503799438477,0.0
9,1,player,827.8550415039062,815.627685546875,3.372021198272705,8.409708976745605,0.0
9,2,player,1225.379638671875,882.7080078125,2.793018102645874,14.36931037902832,0.0
9,4,player,1147.682373046875,581.3067016601562,10.928791046142578,8.891878128051758,0.0
9,5,player,800.1118774414062,955.2887573242188,0.5421542525291443,10.105344772338867,0.0
9,6,player,1295.8671875,684.4036865234375,7.898382186889648,12.958552360534668,0.0
9,8,player,602.223388671875,1073.948486328125,-1.720544695854187,9.419354438781738,1.0
9,9,player,260.3590087890625,1078.4708251953125,-2.391108274459839,5.8592047691345215,0.0
9,11,player,365.5533447265625,1007.8433837890625,-1.1619205474853516,5.915710926055908,0.0
9,13,player,828.496826171875,584.802978515625,9.879838943481445,3.687100887298584,0.0
9,7,player,1709.902587890625,479.6352844238281,17.061429977416992,17.20781898498535,1.0
9,3,player,1676.46337890625,639.4978637695312,10.348442077636719,18.284303665161133,0.0
10,1,player,824.037841796875,813.8995971679688,3.402179718017578,8.33145809173584,0.0
10,2,player,1226.740478515625,878.3432006835938,2.886399030685425,14.341014862060547,0.0
10,4,player,1147.966064453125,581.170654296875,10.934646606445312,8.893864631652832,0.0
10,5,player,799.425048828125,956.5534057617188,0.5185503363609314,10.113903045654297,0.0
10,6,player,1298.24658203125,684.5900268554688,7.898916244506836,12.996689796447754,0.0
10,8,player,601.7940673828125,1075.2703857421875,-1.7403687238693237,9.431245803833008,1.0
10,9,player,260.51190185546875,1078.5123291015625,-2.391413927078247,5.8614397048950195,0.0
10,11,player,364.4642333984375,1007.8629150390625,-1.1642627716064453,5.903894424438477,0.0
10,13,player,828.1917724609375,589.3147583007812,9.719452857971191,3.7980875968933105,0.0
10,7,player,1709.2864990234375,476.0650329589844,17.238630294799805,17.152631759643555,1.0
10,3,player,1677.536376953125,638.97509765625,10.369272232055664,18.296581268310547,0.0
10,16,player,912.614990234375,520.4443969726562,12.609090805053711,3.3882553577423096,0.0
11,1,player,820.4917602539062,813.6588745117188,3.3996450901031494,8.28097152709961,0.0
11,2,player,1226.302734375,873.5170288085938,2.9863333702087402,14.285137176513672,0.0
11,4,player,1147.73291015625,580.921630859375,10.943181991577148,8.884976387023926,0.0
11,5,player,798.8682861328125,957.1036987304688,0.5077880620956421,10.114620208740234,0.0
11,6,player,1298.82177734375,684.702880859375,7.897008419036865,13.006844520568848,0.0
11,8,player,602.063720703125,1075.9820556640625,-1.7501351833343506,9.44295597076416,1.0
11,9,player,260.0088195800781,1078.53173828125,-2.3925724029541016,5.856419563293457,0.0
11,11,player,364.2386474609375,1007.99462890625,-1.1667344570159912,5.903457164764404,0.0
11,13,player,828.090087890625,594.50439453125,9.537678718566895,3.928427219390869,0.0
11,7,player,1709.276611328125,476.4484558105469,17.219263076782227,17.15713119506836,1.0
11,3,player,1678.02490234375,638.4025268554688,10.39023494720459,18.299209594726562,0.0
11,16,player,911.9552001953125,521.0095825195312,12.583487510681152,3.3924880027770996,0.0
11,10,player,288.7558288574219,892.0904541015625,0.6554027795791626,2.981736898422241,0.0
12,1,player,816.4049682617188,813.1638793945312,3.401602029800415,8.219179153442383,0.0
12,2,player,1228.564208984375,868.8715209960938,3.0890355110168457,14.264673233032227,0.0
12,4,player,1147.6728515625,581.0841674804688,10.936993598937988,8.887246131896973,0.0
12,5,player,798.99267578125,957.614990234375,0.4990561306476593,10.122751235961914,0.0
12,6,player,1298.20263671875,684.7291259765625,7.894624710083008,12.997956275939941,0.0
12,8,player,602.452880859375,1076.294677734375,-1.7539409399032593,9.450969696044922,1.0
12,9,player,259.8767395019531,1078.4525146484375,-2.391706943511963,5.85383939743042,0.0
12,11,player,363.9153747558594,1008.2979736328125,-1.1720577478408813,5.904634475708008,0.0
12,13,player,827.3961181640625,598.4578857421875,9.3988676071167,4.01670503616333,0.0
12,3,player,1679.6431884765625,638.72900390625,10.383464813232422,18.3276309967041,0.0
12,16,player,912.2557373046875,521.1845092773438,12.5771484375,3.402763605117798,0.0
13,1,player,806.964111328125,811.0652465820312,3.427597999572754,8.060355186462402,0.0
13,2,player,1228.48876953125,864.4345703125,3.1831037998199463,14.2167387008667,0.0
13,4,player,1149.26318359375,581.61767578125,10.921886444091797,8.924421310424805,0.0
13,5,player,799.101318359375,958.1937866210938,0.4891167879104614,10.131573677062988,0.0
13,6,player,1295.946044921875,684.7853393554688,7.887122631072998,12.965021133422852,0.0
13,8,player,602.6565551757812,1076.584228515625,-1.7577428817749023,9.456725120544434,1.0
13,9,player,259.6313171386719,1078.48486328125,-2.3925893306732178,5.8517327308654785,0.0
13,11,player,364.00836181640625,1008.1061401367188,-1.1689001321792603,5.902649402618408,0.0
13,13,player,827.47412109375,601.2921142578125,9.301726341247559,4.088825225830078,0.0
13,3,player,1680.002685546875,639.1793823242188,10.369013786315918,18.337276458740234,0.0
13,16,player,912.5455322265625,521.9036254882812,12.548163414001465,3.4281744956970215,0.0
13,17,player,573.9119873046875,547.371337890625,10.503059387207031,-1.6897697448730469,0.0
13,7,player,1709.19775390625,468.9724426269531,17.599449157714844,17.0633487701416,1.0
14,1,player,795.2291259765625,789.506591796875,3.895301342010498,7.537069320678711,0.0
14,2,player,1230.017578125,859.0711059570312,3.30126953125,14.178861618041992,0.0
14,4,player,1150.741943359375,581.58740234375,10.927298545837402,8.948412895202637,0.0
14,5,player,798.245849609375,958.4816284179688,0.4823940098285675,10.125384330749512,0.0
14,6,player,1289.485107421875,685.6873168945312,7.843438625335693,12.881077766418457,0.0
14,8,player,603.068359375,1076.851806640625,-1.7608577013015747,9.464414596557617,1.0
14,9,player,258.72222900390625,1078.5333251953125,-2.3948683738708496,5.842861652374268,0.0
14,11,player,363.7367248535156,1007.9136962890625,-1.1664143800735474,5.896595478057861,0.0
14,13,player,829.81591796875,602.2405395507812,9.275871276855469,4.150286674499512,0.0
14,3,player,1680.647705078125,640.7373657226562,10.317500114440918,18.361148834228516,0.0
14,17,player,573.304931640625,547.4712524414062,10.497467994689941,-1.6968356370925903,0.0
14,7,player,1708.826904296875,461.26177978515625,17.998455047607422,16.959041595458984,1.0
15,1,player,789.2127685546875,784.7084350585938,3.9940779209136963,7.371942520141602,0.0
15,2,player,1232.379638671875,855.4387817382812,3.3847899436950684,14.169897079467773,0.0
15,4,player,1152.71826171875,582.1881713867188,10.910841941833496,8.993291854858398,0.0
15,5,player,798.0654296875,958.934326171875,0.47411054372787476,10.129195213317871,0.0
15,6,player,1290.3682861328125,686.5507202148438,7.819873809814453,12.906262397766113,0.0
15,8,player,603.117431640625,1076.8651123046875,-1.760961651802063,9.465100288391113,1.0
15,9,player,257.874755859375,1078.287109375,-2.392951250076294,5.830225467681885,0.0
15,11,player,363.0547790527344,1007.7175903320312,-1.1646389961242676,5.885913848876953,0.0
15,13,player,829.5758056640625,601.9100341796875,9.28649616241455,4.138195991516113,0.0
15,3,player,1681.6016845703125,642.866455078125,10.247575759887695,18.394784927368164,0.0
15,17,player,572.973388671875,547.4705810546875,10.496499061584473,-1.7025305032730103,0.0
15,7,player,1708.530029296875,462.10943603515625,17.953027725219727,16.96404457092285,1.0
15,16,player,913.5940551757812,522.6473999023438,12.520573616027832,3.467689037322998,0.0
16,1,player,786.4697875976562,780.4830322265625,4.0876851081848145,7.259865760803223,0.0
16,2,player,1238.167236328125,856.7173461914062,3.36962628364563,14.257227897644043,0.0
16,4,player,1153.88623046875,582.3887939453125,10.906825065612793,9.016709327697754,0.0
16,5,player,797.8226318359375,959.1568603515625,0.46973881125450134,10.129276275634766,0.0
16,6,player,1285.51806640625,687.3419799804688,7.783775329589844,12.84498119354248,0.0
16,8,player,603.1787719726562,1076.6790771484375,-1.758178472518921,9.463444709777832,1.0
16,9,player,257.7752380371094,1078.0338134765625,-2.389612913131714,5.825377941131592,0.0
16,11,player,362.34320068359375,1007.5025634765625,-1.1626238822937012,5.874600887298584,0.0
16,13,player,830.21728515625,602.2234497070312,9.277584075927734,4.156350135803223,0.0
16,3,player,1682.478759765625,644.3175659179688,10.200715065002441,18.421180725097656,0.0
16,17,player,573.25244140625,547.4720458984375,10.49728012084961,-1.6977072954177856,0.0
16,7,player,1707.960693359375,462.45587158203125,17.93294334411621,16.95737648010254,1.0
16,10,player,294.08245849609375,897.4756469726562,0.5667393207550049,3.151968240737915,0.0
17,1,player,784.0462646484375,779.9441528320312,4.094882011413574,7.217464447021484,0.0
17,2,player,1237.733642578125,859.2646484375,3.313730239868164,14.278837203979492,0.0
17,4,player,1155.287841796875,582.7747802734375,10.896649360656738,9.047686576843262,0.0
17,5,player,797.7420654296875,958.6630249023438,0.47822824120521545,10.121894836425781,0.0
17,6,player,1284.899658203125,687.22412109375,7.785703659057617,12.834123611450195,0.0
17,8,player,603.1351928710938,1076.3701171875,-1.7538130283355713,9.459149360656738,1.0
17,9,player,257.5072326660156,1077.87353515625,-2.387862205505371,5.820143699645996,0.0
17,11,player,361.1458435058594,1007.4745483398438,-1.1644291877746582,5.86082649230957,1.0
17,13,player,829.0865478515625,602.1744995117188,9.276076316833496,4.136857032775879,0.0
17,3,player,1683.25048828125,647.2200317382812,10.104758262634277,18.458372116088867,0.0
17,17,player,573.5928955078125,547.4895629882812,10.497640609741211,-1.6913001537322998,0.0
17,7,player,1707.13037109375,457.5180358886719,18.189861297607422,16.877948760986328,1.0
17,10,player,295.73358154296875,897.0440063476562,0.5780870318412781,3.1635959148406982,0.0
18,1,player,781.029052734375,789.7152709960938,3.8579211235046387,7.3503594398498535,0.0
18,2,player,1234.64453125,861.4283447265625,3.260594129562378,14.262659072875977,0.0
18,4,player,1154.69091796875,583.194580078125,10.879446029663086,9.046119689941406,0.0
18,5,player,798.0853271484375,957.9548950195312,0.49131307005882263,10.116637229919434,0.0
18,6,player,1290.915771484375,686.6126098632812,7.819430828094482,12.915285110473633,0.0
18,8,player,602.9182739257812,1076.2550048828125,-1.7525428533554077,9.45541763305664,1.0
18,9,player,257.4365234375,1077.81591796875,-2.3871874809265137,5.818532466888428,0.0
18,11,player,360.62908935546875,1006.9971313476562,-1.1579625606536865,5.847532749176025,1.0
18,13,player,828.55908203125,601.5731811523438,9.295159339904785,4.113376617431641,0.0
18,3,player,1684.3839111328125,650.5958862304688,9.994526863098145,18.505016326904297,0.0
18,17,player,573.7249755859375,547.5478515625,10.495837211608887,-1.6871033906936646,0.0
18,7,player,1706.487548828125,449.2657165527344,18.629472732543945,16.75758934020996,0.0
18,16,player,913.0523071289062,523.3627319335938,12.489253044128418,3.478158712387085,0.0
19,1,player,778.8740234375,795.1144409179688,3.7276909351348877,7.416267395019531,0.0
19,2,player,1239.1119384765625,862.25927734375,3.252389430999756,14.32801628112793,0.0
19,4,player,1160.20751953125,583.7796630859375,10.873879432678223,9.149298667907715,0.0
19,5,player,798.1063232421875,957.14990234375,0.5054810047149658,10.106355667114258,0.0
19,8,player,602.6849975585938,1076.082763671875,-1.7504795789718628,9.45080280303955,1.0
19,9,player,257.3451232910156,1077.889404296875,-2.38836932182312,5.81866979598999,0.0
19,11,player,360.09039306640625,1006.8035888671875,-1.1559562683105469,5.838473320007324,1.0
19,13,player,830.7991943359375,601.0565795898438,9.31916332244873,4.136767864227295,0.0
19,3,player,1686.171875,652.1924438476562,9.946037292480469,18.546430587768555,0.0
19,7,player,1705.963134765625,440.0932922363281,19.1303768157959,16.624441146850586,0.0
19,16,player,913.402587890625,523.2266845703125,12.495976448059082,3.480550527572632,0.0
19,10,player,301.5187072753906,898.6415405273438,0.5605401992797852,3.264770030975342,0.0
20,1,player,776.503173828125,798.9622802734375,3.633768320083618,7.4517436027526855,0.0
20,2,player,1239.560546875,862.7657470703125,3.242509126663208,14.339035034179688,0.0
20,4,player,1164.814697265625,583.8102416992188,10.88609504699707,9.22636890411377,0.0
20,5,player,797.8150024414062,956.5761108398438,0.5149893164634705,10.095452308654785,0.0
20,8,player,602.6888427734375,1075.9755859375,-1.7489304542541504,9.44951343536377,1.0
20,9,player,257.15289306640625,1077.9339599609375,-2.3893275260925293,5.817307949066162,0.0
20,11,player,359.4140930175781,1006.4698486328125,-1.152022123336792,5.82565975189209,1.0
20,13,player,832.2161254882812,600.7572021484375,9.333420753479004,4.152259349822998,0.0
20,3,player,1687.630859375,652.1282348632812,9.952104568481445,18.56857681274414,0.0
20,7,player,1705.796142578125,438.9546203613281,19.193069458007812,16.605634689331055,0.0
20,10,player,306.00665283203125,898.0773315429688,0.5801416039466858,3.3082611560821533,0.0
20,17,player,574.1270751953125,547.5540161132812,10.496810913085938,-1.6800192594528198,0.0
21,1,player,774.244140625,802.5842895507812,3.5458977222442627,7.484548091888428,0.0
21,2,player,1246.72119140625,863.3495483398438,3.245392322540283,14.435735702514648,0.0
21,4,player,1166.187744140625,584.3333129882812,10.870817184448242,9.25942611694336,0.0
21,5,player,797.437255859375,955.9124755859375,0.5259170532226562,10.082353591918945,0.0
21,8,player,602.6575927734375,1075.9412841796875,-1.7484923601150513,9.448755264282227,1.0
21,9,player,256.9156494140625,1078.1639404296875,-2.3929383754730225,5.818252086639404,0.0
21,11,player,359.9906005859375,1006.2467651367188,-1.1474639177322388,5.828555107116699,1.0
21,13,player,833.9757080078125,600.22216796875,9.3567476272583,4.167452812194824,0.0
21,3,player,1689.99658203125,652.9197387695312,9.932097434997559,18.612030029296875,0.0
21,7,player,1705.6309814453125,436.94873046875,19.304447174072266,16.574960708618164,0.0
21,10,player,311.02392578125,898.3683471679688,0.5850799679756165,3.374713897705078,0.0
21,17,player,574.574462890625,547.2968139648438,10.50786018371582,-1.6809098720550537,0.0
22,1,player,772.662841796875,804.3077392578125,3.5031473636627197,7.493383884429932,0.0
22,2,player,1250.5587158203125,863.4271850585938,3.251969337463379,14.485075950622559,0.0
22,4,player,1165.9517822265625,584.718505859375,10.85597038269043,9.263066291809082,0.0
22,5,player,796.9688720703125,956.0150756835938,0.5231918692588806,10.078243255615234,0.0
22,8,player,602.2959594726562,1075.8956298828125,-1.7484784126281738,9.444348335266113,1.0
22,9,player,256.0650939941406,1078.34033203125,-2.3968887329101562,5.811917781829834,0.0
22,11,player,360.7711181640625,1006.3721313476562,-1.1479562520980835,5.839236259460449,1.0
22,13,player,834.9505615234375,598.9268798828125,9.404056549072266,4.151015281677246,0.0
22,3,player,1691.904052734375,653.6595458984375,9.912610054016113,18.647863388061523,0.0
22,7,player,1705.335205078125,436.655029296875,19.3198299407959,16.56498908996582,0.0
22,10,player,316.5199279785156,897.6678466796875,0.609285295009613,3.4278783798217773,0.0
23,2,player,1248.9144287109375,864.2898559570312,3.2299952507019043,14.473270416259766,0.0
23,4,player,1166.459716796875,585.292236328125,10.836365699768066,9.282723426818848,0.0
23,5,player,796.408447265625,956.0476684570312,0.5215175151824951,10.072142601013184,0.0
23,8,player,602.0101318359375,1075.94384765625,-1.7496806383132935,9.441911697387695,1.0
23,9,player,255.5414581298828,1078.4464111328125,-2.399285316467285,5.807981014251709,0.0
23,11,player,360.87188720703125,1006.244873046875,-1.1457830667495728,5.8383469581604,1.0
23,13,player,836.033447265625,597.9607543945312,9.440439224243164,4.14450216293335,0.0
23,3,player,1693.4305419921875,653.1658325195312,9.933137893676758,18.667451858520508,0.0
23,7,player,1705.116943359375,440.5154724121094,19.103940963745117,16.61322021484375,0.0
23,10,player,321.6289367675781,897.7611083984375,0.6180589199066162,3.491652250289917,0.0
23,17,player,575.62255859375,547.9439697265625,10.486587524414062,-1.6414971351623535,0.0
24,2,player,1262.6552734375,864.0890502929688,3.263767957687378,14.644861221313477,0.0
24,4,player,1167.66650390625,585.42333984375,10.835041046142578,9.305283546447754,0.0
24,5,player,795.9429931640625,956.1216430664062,0.5193020701408386,10.067691802978516,0.0
24,8,player,602.0786743164062,1075.9417724609375,-1.7495288848876953,9.442614555358887,1.0
24,9,player,255.20199584960938,1078.38916015625,-2.3990914821624756,5.8035383224487305,0.0
24,11,player,360.95361328125,1006.5167236328125,-1.1498686075210571,5.843555927276611,1.0
24,13,player,837.2337646484375,596.695556640625,9.48758602142334,4.13240909576416,0.0
24,3,player,1694.2232666015625,652.1762084960938,9.968249320983887,18.67151641845703,0.0
24,7,player,1704.8603515625,448.25164794921875,18.678707122802734,16.711942672729492,0.0
24,10,player,328.26910400390625,898.3436279296875,0.6209423542022705,3.5833470821380615,0.0
24,17,player,576.1519165039062,548.2645874023438,10.476090431213379,-1.6218202114105225,0.0
24,1,player,765.934814453125,807.0488891601562,3.4259510040283203,7.451796054840088,0.0
25,2,player,1267.12939453125,863.0416870117188,3.295811176300049,14.69070816040039,0.0
25,4,player,1168.02197265625,586.2080078125,10.807293891906738,9.32648754119873,0.0
25,5,player,795.65625,956.0253295898438,0.5204325318336487,10.063087463378906,0.0
25,8,player,602.1329956054688,1075.94091796875,-1.749419927597046,9.443180084228516,1.0
25,9,player,255.19639587402344,1078.213623046875,-2.396667003631592,5.800844669342041,0.0
25,13,player,837.8157958984375,596.0311889648438,9.512260437011719,4.1252593994140625,0.0
25,3,player,1694.84912109375,652.0033569335938,9.975702285766602,18.6798095703125,0.0
25,7,player,1704.463623046875,460.3055725097656,18.033550262451172,16.861787796020508,1.0
25,10,player,333.92657470703125,900.0142211914062,0.601747989654541,3.6837356090545654,0.0
25,17,player,576.2346801757812,548.0889282226562,10.48295783996582,-1.6262248754501343,0.0
25,1,player,762.876220703125,805.6512451171875,3.4506449699401855,7.387256145477295,0.0
26,2,player,1271.3270263671875,863.441162109375,3.296260118484497,14.747892379760742,0.0
26,4,player,1167.509765625,586.6383056640625,10.790058135986328,9.326399803161621,0.0
26,5,player,795.462158203125,955.67919921875,0.5261403322219849,10.056279182434082,0.0
26,8,player,601.7900390625,1075.8812255859375,-1.7491707801818848,9.438796997070312,1.0
26,9,player,255.60391235351562,1078.156005859375,-2.3951473236083984,5.8042826652526855,0.0
26,13,player,838.0947265625,596.3717041015625,9.501245498657227,4.138317108154297,0.0
26,3,player,1696.64892578125,651.6522827148438,9.992271423339844,18.704891204833984,0.0
26,7,player,1704.37060546875,464.7237548828125,17.80239486694336,16.916532516479492,1.0
26,10,player,338.6270751953125,900.9374389648438,0.5943878889083862,3.7581474781036377,0.0
26,1,player,760.3118896484375,806.4337768554688,3.42718505859375,7.3669586181640625,0.0
27,2,player,1273.1795654296875,864.0509643554688,3.287168025970459,14.777522087097168,0.0
27,4,player,1167.297607421875,586.8218994140625,10.78272819519043,9.326467514038086,0.0
27,5,player,795.2349853515625,955.936767578125,0.5211625099182129,10.057016372680664,0.0
27,8,player,601.450439453125,1075.87646484375,-1.7497061491012573,9.435131072998047,1.0
27,9,player,255.67825317382812,1078.1099853515625,-2.3943774700164795,5.80437707901001,0.0
27,13,player,838.205322265625,595.9208374023438,9.517192840576172,4.128838062286377,0.0
27,3,player,1702.3092041015625,650.2953491210938,10.052937507629395,18.78181266784668,0.0
27,7,player,1704.2919921875,468.1470642089844,17.625112533569336,16.95838737487793,1.0
27,10,player,343.486083984375,899.3150634765625,0.6342477202415466,3.7863004207611084,0.0
27,1,player,757.1945190429688,811.4085693359375,3.308363199234009,7.41184139251709,0.0
27,18,player,1644.8634033203125,473.91436767578125,17.128835678100586,15.893180847167969,0.0
27,17,player,576.1868896484375,547.6671142578125,10.4987211227417,-1.6410268545150757,0.0
28,2,player,1277.478271484375,868.3067016601562,3.2055249214172363,14.874730110168457,0.0
28,4,player,1167.531494140625,587.2049560546875,10.769394874572754,9.337796211242676,0.0
28,5,player,795.090576171875,957.1381225585938,0.49976837635040283,10.071101188659668,0.0
28,8,player,601.0335693359375,1075.86962890625,-1.7503490447998047,9.430619239807129,1.0
28,9,player,255.56689453125,1078.0667724609375,-2.393974781036377,5.802552700042725,0.0
28,13,player,837.2689819335938,596.337890625,9.500076293945312,4.124035835266113,0.0
28,3,player,1707.9466552734375,648.75,10.120059967041016,18.857065200805664,0.0
